"all_restaurant","safety","taste","clean","service","speed","price"
"GrandSlam Pizza",0.774793388429752,0.049618320610687,NA,NA,NA,0.966216216216216
"Steak Escape East Towne Mall",0.774793388429752,0.0362595419847328,NA,0.12962962962963,0.0444444444444444,NA
"Chicken Shack",0.892561983471074,0.580152671755725,NA,NA,0.0925925925925926,NA
"Bellisario's Restaurant",NA,0.515267175572519,0.0704225352112676,0.0888888888888889,0.451851851851852,0.0585585585585586
"Windy City Express",NA,0.709923664122137,0.0375586854460094,NA,0.953703703703704,NA
"Nikkis Good 2 Go Restaurant",0.995867768595041,0.801526717557252,NA,0.874074074074074,0.918518518518519,NA
"B-K Rootbeer Drive-In",0.402892561983471,0.5,NA,0.377777777777778,0.755555555555556,NA
"Asian Fusion Bowl",0.429752066115702,0.717557251908397,0.178403755868545,0.888888888888889,0.644444444444444,0.175675675675676
"Louie's Bar & Grille",0.611570247933884,0.797709923664122,0.39906103286385,0.47037037037037,0.407407407407407,0.657657657657658
"First Watch",0.809917355371901,0.908396946564885,0.553990610328638,0.777777777777778,0.4,0.432432432432432
"Perkins Restaurant & Bakery",0.359504132231405,0.461832061068702,0.784037558685446,0.811111111111111,0.174074074074074,0.743243243243243
"la Cappella",0.136363636363636,0.0610687022900763,0.225352112676056,0.42962962962963,0.0962962962962963,0.0225225225225225
"Hibachi Express",0.991735537190083,1,0.927230046948357,0.218518518518519,0.992592592592593,0.966216216216216
"El Taco Macho",0.805785123966942,0.82824427480916,0.60093896713615,0.596296296296296,0.5,0.725225225225225
"Igloo Frozen Yogurt And Treats",0.818181818181818,0.912213740458015,0.971830985915493,0.959259259259259,0.877777777777778,0.887387387387387
"V's Gourmet",0.785123966942149,0.805343511450382,0.272300469483568,0.388888888888889,0.0703703703703704,0.954954954954955
"Wings Over Madison",0.305785123966942,0.270992366412214,0.0892018779342723,0.137037037037037,0.562962962962963,0.68018018018018
"Harvey's",NA,0.312977099236641,NA,0.0111111111111111,0.0518518518518519,NA
"Zone 28",0.293388429752066,0.175572519083969,0.436619718309859,0.103703703703704,0.22962962962963,0.0630630630630631
"Mr Chicken",NA,0.576335877862595,NA,0.218518518518519,NA,NA
"Lotsa Stone Fired Pizza",0.739669421487603,0.435114503816794,0.661971830985915,0.822222222222222,0.303703703703704,0.117117117117117
"Arthur Treacher's",0.90495867768595,0.232824427480916,0.943661971830986,0.922222222222222,0.888888888888889,0.788288288288288
"Swirlie Whirlie",0.0950413223140496,NA,0.976525821596244,0.77037037037037,0.866666666666667,NA
"BnD'z Burgerz & Dogz",0.632231404958678,0.519083969465649,0.769953051643192,0.748148148148148,0.188888888888889,0.130630630630631
"Pizza Bianca",NA,0.541984732824427,0.835680751173709,0.037037037037037,0.137037037037037,0.846846846846847
"No 1 Express",0.152892561983471,0.33587786259542,0.244131455399061,0.481481481481481,0.662962962962963,0.0945945945945946
"Myles Teddywedgers",0.0826446280991736,0.702290076335878,0.230046948356808,0.674074074074074,0.392592592592593,0.693693693693694
"Madison Cuisine",0.128099173553719,NA,NA,0.0444444444444444,0.592592592592593,NA
"Sammy's Famous Corned Beef",0.0330578512396694,0.0152671755725191,0.0234741784037559,0.201851851851852,NA,0.923423423423423
"Naty's Fast Food",0.181818181818182,0.610687022900763,0.596244131455399,0.581481481481481,0.181481481481481,0.959459459459459
"Preeti's PiTT",0.714876033057851,0.206106870229008,NA,0.751851851851852,0.37037037037037,0.0810810810810811
"Blaze Pizza",0.690082644628099,0.66412213740458,0.403755868544601,0.792592592592593,0.340740740740741,0.891891891891892
"Garbanzo Mediterranean Fresh",NA,0.0190839694656489,NA,0.218518518518519,0.974074074074074,0.0045045045045045
